key_id,key_bits,overall_passed,frequency_passed,run_count_passed,run_L1_passed,template_4_1_passed,template_4_2_passed,template_4_3_passed,template_4_4_passed,linear_complexity_passed,blind_spot_complexity_passed,frequency,run_count,run_L1,template_4_1,template_4_2,template_4_3,template_4_4,linear_complexity,blind_spot_complexity
1,00001111011010000101010100111000010000101101110110010000111111101011011010011000111110101011010000110101100001111101111100101110,True,True,True,True,True,True,True,True,True,True,68,65,36,7,9,5,8,66,64
2,11011110101100110111101011111111110100011011000001000001111111000011100001110010101110000011011111101111001010100111100110011010,True,True,True,True,True,True,True,True,True,True,74,56,26,8,6,3,6,63,64
3,10011000101011010101101101111000011111011110110100101001111010101100000100101101001101111011011111001000100111100000001111011000,True,True,True,True,True,True,True,True,True,True,69,66,35,7,8,6,5,65,63
4,11010110001110010000010110000000011001010011001010100110111111000000000001001001000010101110001111011000000001010011010001100110,True,True,True,True,True,True,True,True,True,True,52,60,29,21,8,9,8,63,64
5,01000100011001101110100000010100100010000110011000111000110111100000110011011100101010000101111011000000010001011111110110001111,True,True,True,True,True,True,True,True,True,True,59,58,25,11,5,8,12,64,64
6,01000010010010100001001010011000101110010000101000000101101011100110011111001001111111001101010111101101000111001110111111111100,True,True,True,True,True,True,True,True,True,True,66,63,32,6,8,10,6,64,63
7,00000101111110100111010110101000111100101100000010000000111110011110110010010100001101010010100011111000000000111111011111111100,True,True,True,True,True,True,True,True,True,True,64,53,27,16,7,6,7,64,63
8,11011100010110011011011011110111001001110011000110100010111100111111011011011001010010110001010000110011010011001001011001101101,True,True,True,True,True,True,True,True,True,True,70,71,31,1,6,8,5,64,65
9,01000110101000010101001110101110010001011011110111101001001000111001000010101010011111100011010110111001101110101110010101001101,True,True,True,True,True,True,True,True,True,True,67,76,46,2,12,8,6,65,65
10,01001111010110100111011100010100100100110100101001000110001101011001000101101001110011111011111100001100110111110011010010010111,True,True,True,True,True,True,True,True,True,True,68,70,34,1,6,9,5,66,64
11,11101110100011001010010101000010000100111010101001110101101110100110000000000001011001100100110001111011001100101101000110011101,True,True,True,True,True,True,True,True,True,True,60,69,35,11,8,7,6,64,65
12,01010000111100101100101110000110111011111110111011111101010100100000011111011110010011110101011111001101000110000110111110110000,True,True,True,True,True,True,True,True,True,True,73,59,30,7,7,4,5,64,62
13,01000101101001101110111111011110111011001010011100011100010100001101110001111100111110101000111010000011001111101111110001100010,True,True,True,True,True,True,True,True,True,True,72,59,27,3,4,4,9,64,64
14,10001110111011110110110111000101111010111011110011000010111101101100011111100010010011011000101010011010110111010000101001101100,True,True,True,True,True,True,True,True,True,True,72,68,34,2,7,6,7,64,63
15,11101010000100101111111101001100111011001100000100100111101101111010001000100011101010010101010111000001000101010101100111011110,True,True,True,True,True,True,True,True,True,True,66,70,41,5,11,9,7,65,64
16,00001110100100011110011100100101010011010101111000111011001101110110111111101100001011101010010100011110111001101000100111111001,True,True,True,True,True,True,True,True,True,True,71,66,33,2,7,6,6,63,65
