key_id,key_bits,overall_passed,frequency_passed,run_count_passed,run_L1_passed,template_4_1_passed,template_4_2_passed,template_4_3_passed,template_4_4_passed,linear_complexity_passed,blind_spot_complexity_passed,frequency,run_count,run_L1,template_4_1,template_4_2,template_4_3,template_4_4,linear_complexity,blind_spot_complexity
1,10110110000011001100010011100000000000101101011001110110010101011101110010110000000100010000010111110100111011010010000110011000,True,True,True,True,True,True,True,True,True,True,56,62,29,17,7,8,7,64,63
2,11111011001011101011001000101111111000110110100101010000101011010001001110011000110110000011100010001101110101000101010001001101,True,True,True,True,True,True,True,True,True,True,64,71,39,3,10,9,10,66,65
3,11110000111010100000001100001100110100011100101010101000000011010110011000111011100011111001011101100101101111011111101100101001,True,True,True,True,True,True,True,True,True,True,66,63,31,10,9,4,7,65,65
4,01110101111101001111000100111110011101110011101101001011010010110100000000001000110110010011010000001010001100101110111110111000,True,True,True,True,True,True,True,True,True,True,65,63,31,10,5,7,5,63,63
5,11100000001010111000111000011110010110110011111111110111111101110110101110001100100001110111001101011100001100111011010111111110,True,True,True,True,True,True,True,True,True,True,77,54,23,7,6,3,6,64,64
6,01011101011110010000010101010011110011011100011000000010101111001111110011111110011100110011111010110011100110100100010100000111,True,True,True,True,True,True,True,True,True,True,69,60,28,8,9,5,5,66,66
7,01111010010000110010000010111101100110011100001011011110011100000101100101101111100110011101011010100010001000001101101100101100,True,True,True,True,True,True,True,True,True,True,63,65,29,8,7,9,7,64,63
8,01011111101111001110010001010100100011100110100111000110001100101011011011110101101110100001110001111110011111001010100111111101,True,True,True,True,True,True,True,True,True,True,74,64,32,1,8,5,6,64,65
9,10011110000101111101001011100100010100110111011101111110000010111100110001101110011000010111011011111000010110110011011010011111,True,True,True,True,True,True,True,True,True,True,73,61,27,5,6,7,6,65,64
10,10100111100001000110001111100110001010010101000000100101000110000111000101001001001110010101111111110101101010100000110100001101,True,True,True,True,True,True,True,True,True,True,59,67,38,8,10,9,10,64,64
11,00001101001001011011101110110001111110010101111111100110100101001010000100110100010010000100101010110101010100001000101100100101,True,True,True,True,True,True,True,True,True,True,61,76,47,4,13,14,7,63,65
12,11111011010101000101000110101111000100110000101100110011110010111000101111101011010000010100011101100001101101100100110011111001,True,True,True,True,True,True,True,True,True,True,67,67,33,4,9,7,8,65,65
13,10000101011001010100011001100100001000000000111110000001010110100101011110110001001010011011101010011110010100010011111000001100,True,True,True,True,True,True,True,True,True,True,56,66,36,13,11,10,8,64,65
14,10001111101111001001111100101101111100001000110100110101111100101101101000011001100001111001010100111010101100110010011010000101,True,True,True,True,True,True,True,True,True,True,68,67,33,4,8,7,6,64,65
15,00010100011010111000010100111110100100011010011001101100100011000001001010010000101111111101000100110100110100010111001010011011,True,True,True,True,True,True,True,True,True,True,60,70,36,4,7,11,9,64,64
16,01101100010000010000111100100111011100000110011010000101100001110101000011011111100110001100101100110111110111111111110100000010,True,True,True,True,True,True,True,True,True,True,65,55,23,11,3,6,9,66,66
17,01000000001000000110010100000100111001111100101110011100010001010011111110010101001000011001110100011111010111100100001000111000,True,True,True,True,True,True,True,True,True,True,57,57,26,12,6,10,9,63,63
18,11110000010011100110101111011101100101010100010001111100001101101001101000110100110111001101100100100111001101010001110110101011,True,True,True,True,True,True,True,True,True,True,68,71,35,3,7,5,6,65,64
19,10011010100101111101101110101000011110001101100000010001000101011010110011111101100010000000010100110101010001000101100011110110,True,True,True,True,True,True,True,True,True,True,61,68,39,9,10,8,10,65,64
20,10011100000011101001110110001001101101110010001001110100001111101111000100011011011111101101111111101111011111000011101001011010,True,True,True,True,True,True,True,True,True,True,74,58,26,5,1,5,7,64,64
21,11110010100110101000110000011100011001011001000110110111111110001000001011110000101100111111100111011110110010010101101110100101,True,True,True,True,True,True,True,True,True,True,69,63,30,5,8,9,7,65,64
22,10000101011000101010000110001000110001010111111110000010111010111111111010111011001010000110000000100011000001000000011111111110,True,True,True,True,True,True,True,True,True,True,61,54,30,15,10,8,12,66,64
23,00111100000000000111011010111100010101110111111001000111010111000111010011111100010110000101101110101010011000100010110011010010,True,True,True,True,True,True,True,True,True,True,65,63,33,9,9,7,8,64,65
24,00001110010101100101001111001011111111011110110001001001100000110001010111110000000010000001101110101100011001111001010000100110,True,True,True,True,True,True,True,True,True,True,61,59,27,12,8,9,8,66,64
25,10110000100000001111101001011001010011110100010100101000000100000001010111111001111110101000110011110000101111111110001100100011,True,True,True,True,True,True,True,True,True,True,62,57,30,13,8,9,9,63,65
26,00001100010100100110000010010100001100100100011011001100010010000001011111011100101000001001100100010101010010010110000110100110,True,True,True,True,True,True,True,True,True,True,50,69,34,10,8,15,10,60,64
27,11010111101001101101111011001100010000000011101011011011111111000011001111100110010101101001100111010000100101001101001010101111,True,True,True,True,True,True,True,True,True,True,70,67,34,7,8,5,4,65,64
28,01011000110010010001110011001110001100101010101011101100100011000110000000000011010001111101001011100111001010011010100100101010,True,True,True,True,True,True,True,True,True,True,58,71,37,8,11,8,7,64,64
29,00010010100100000011010001101000101101010010000111110100001111111000001001011101010010001000100111111010100010110001000110100101,True,True,True,True,True,True,True,True,True,True,56,68,40,7,8,13,12,65,64
30,10011001101100111001001011000010101101001000001000111100111100000000110111100000100100010001000000110101110101101001011101000101,True,True,True,True,True,True,True,True,True,True,56,65,33,13,7,11,9,64,64
31,00011000011010001101111100101100110000001011100100000111111100101111111011100010111001000101110110101011001000001110001110100101,True,True,True,True,True,True,True,True,True,True,65,60,28,8,8,9,9,64,64
32,11101101011100000111111111110010001110010101011011111001000100111001110000000000010111010110110011110000000100100111001110001001,True,True,True,True,True,True,True,True,True,True,65,55,24,14,6,8,6,65,64
33,10111100010011000011100000010100001000101010100111001001111000100001101000110101100010000111001000001010101001100010011011011011,True,True,True,True,True,True,True,True,True,True,55,67,34,9,8,10,12,65,64
34,10100001010100100010000011000111010001011110011010000111100000100100110001111110111110100001101100110111111110001101111011011010,True,True,True,True,True,True,True,True,True,True,66,60,29,7,3,6,10,64,64
35,11101011100011000110010100000101001111011010101000100101100100101011101011101001001010010101110100101111110001011011010011000110,True,True,True,True,True,True,True,True,True,True,65,78,47,2,14,11,6,64,65
36,11000111110011011110111011001010100101001011010011101101110100101101001001100110111100110010010010000101110100110110101011001110,True,True,True,True,True,True,True,True,True,True,70,76,39,1,8,9,2,64,64
