key_id,key_bits,overall_passed,frequency_passed,run_count_passed,run_L1_passed,template_4_1_passed,template_4_2_passed,template_4_3_passed,template_4_4_passed,linear_complexity_passed,blind_spot_complexity_passed,frequency,run_count,run_L1,template_4_1,template_4_2,template_4_3,template_4_4,linear_complexity,blind_spot_complexity
1,00111011010101111110000010100010010100110111000100010011000011101000101010100111101110111110101010111010101010011110001010010001010010110001010100001010100110111001100000010111010010010011110000101100100110010000011100111010010110001010010100101011010011100000111001010011110010010011010101110101110100000100101011100110010101011111101011110111111000010000000111010101111100000111001101111001101000011001010010101110101110101110001010010110001000011100011010100001010111110001011110111100100111011011111000101001,True,True,True,True,True,True,True,True,True,True,256,282,164,24,51,38,27,257,257
2,01111001101001111001110010101101100011111110100001110010000110000110110000110011011100111001110011001110000001100000001001111001100000010100110001000001000101101000101101010000000101000111111011011101010101101010111101111111000001010100101001000011110010101101010011011010011010000101001111000111101011011000111011001010101100000111101100000000011100010011000000010011111101010011001100010100101011010110010000100011100110110101011000100100101100010100011100111110101100111110110001101000110110000101100100010100,True,True,True,True,True,True,True,True,True,True,245,259,128,38,35,28,33,256,255
3,01110101000110001100101011001001110010100100001110001111110001000110111100010111000011110011000101101010000000101110000111011000010001001110101110111011001110100111110011011001001101100001101111010010101110011100101101110001011110000100011100010101101001111100010111101110000100001111101101011111101001000111110100001010110000110101011010000000011110100000100110000000011011111010111011011100001010011100011001000110001011001110010000001001010111000000011001010011001010111011010001101101100001111010010110111110,True,True,True,True,True,True,True,True,True,True,254,251,121,35,30,30,35,256,256
4,01011001001001100101010110000110001010111111111100111110011001010100101011010111010100110100001001100010100111010000100100101111110110010111100110010001011101111111100010111001000001110111000001010010011101111111000110011001011001111110101110000110100010110110111000101110010011101101100011001000011100111000110010011010011010000010000100001100001100001001101010000101010001111101111010110111011111001001011011000001010000101101011101100110010110110001111110001100000110010010011100010001100000001011001100101101,True,True,True,True,True,True,True,True,True,True,256,260,124,25,33,38,31,255,257
5,11100100111001001100111011011010111110000001110101000101101000010000001110110001100011010001111010100100010111100010001010001010011111110001101000110100000011111000111111010100010000111101111101101001101001010100010011100111110001110100010101000011010111010011011011000100111010010101011110011110010011000101100000010100001000000110011101101001000100011111100000110000000011011011100011110110100101011001000010100011100110110101110110010100111010111000000100001010001111010100011001100110010110111110110011101110,True,True,True,True,True,True,True,True,True,True,251,256,127,31,27,28,37,256,256
6,11110011111010100110000110011011110100100110010111110011101110101000010000010000100001101111010110000111111100000110000111010101001100011100100100001000111010010110111111111011110011011001010110010100100010011000001110001101100000010110100001111111111011011011010110010000111101110110010000000110110101001000110001100010010100111110001101110011001001000001100000110100010011000001001110011111100110100000000011110010110101111011011111011010110000001000100011011100111010010001100110110010010110000101101101110100,True,True,True,True,True,True,True,True,True,True,253,244,108,38,19,30,32,256,256
7,10110011000101100001100111100010110011100010110111100001110010010010000011101000010100010001100100110110000110111111101010001111110101100111011100011011010011110100001011100100000000001111101011011101101011100100100001001101110101000110010100011011101010110101010111101001000011101011001100001001110100101010111100101110111110010111110110101111100111110101110000001100010001011001110101101101101001010100001010101001101100001001100111011010110111111101101010011011001100110010101101000011100101000101000110110101,True,True,True,True,True,True,True,True,True,True,265,277,148,23,38,28,27,256,256
8,11000000001101111011101010011000010110001010101000010110110000100000001000010110110000111010100111100010001010101010111001101011011000101001100011001000001101011010011011010100000001001100101100011000111010101111100010110101010010000000000110010110010110100001101100100101111011010001100000001011010101101011000111101111011110010101011001101010100010011011100101110110101011001111111110011100111111011111100100000101101011001101100010100111100111010001000011000001101010010111100010001000111001010010101100101100,True,True,True,True,True,True,True,True,True,True,246,276,151,37,47,32,31,255,255
9,10010101001110101101101001000100111011011000100101000000010111011000000011000111011111000010001100111110000000000010001000111100010100101110010001000000011111100010110110010000110000101110101011011010110000100101110000011001100010011111011000010001011000100111101011111110001011011010111111100000101011011001101100001111101110001100101111001101000000011110011101110001101110011001010001010010010110001000101000010011110101010110000001011110111101010010110011010101010010001100001010011010001010100000011000110010,True,True,True,True,True,True,True,True,True,True,239,256,131,42,36,38,38,256,257
10,01110011100001010011010111011100001101100101111010101101110110111010110110101000010001110101100000101001011001101011000001001100110011011001110111110110101010101011011010011101011101010000101000011110100111011111001001011000011000011110111110010011001100100100111111011011100000101100110010111011000101100010101100001011011001111000110001001000100100000001111100000100101000100010101111110110011100101001010001100111010011000110010100101111111110011011100110100100100101000001010111101101000110000100001110101011,True,True,True,True,True,True,True,True,True,True,260,274,141,24,38,34,27,257,256
11,10011101011110110010101110010111001110001111000011110001010001001001001110000110101000011010101101100110111001001110111000001011001100111010010000000010001011011000100001101001011101011111001001011000100010110101110101000100011001101000000100110111000100000001111101110001011011011101010101001110110111001101000010011010100010001111100000101111011001101001010100111000011001101100101100110000111010110000001111011101101100010011001110100101100101011011001100101010000100000101111100000110110101010011000010110111,True,True,True,True,True,True,True,True,True,True,249,271,136,32,35,33,31,258,256
12,11111101110011110111110010110010110111011101010001110011110111000010000011110101011001000111111010111000010010010011100000011110001001001001000100010101011100010011000011100001010111010101010000110110100011111000001011011111001011001111101101101001100011010111010110001100010110111000101010000001011011111101010010001110110011001110011101010100010010101101011001010100101001000010000001001000011100101001110010010100111111000101100011000111000110100000001011111110010001111011101011000101100000110110010111101001,True,True,True,True,True,True,True,True,True,True,257,263,137,26,38,37,33,257,257
13,10111100010010110111010001101101001000011110001111011101101001101000000100110001110111100011000110010101110100110111001101100110010100111010111000001111111110011010111001001100000100101000000011001011110101101100110011100010011000110110001000011110111000110101011011000001011111100011010001100000000001111001000010111111001111100111010100001010111011000110111110010000001111010001011100001101110101101111111010001100010001100100011100101010000000011001101001100011011100001110101100010010011010111010100011010001,True,True,True,True,True,True,True,True,True,True,255,247,112,34,23,23,36,256,258
14,01111101111001101011010011110110001110000100010100001011010010110111110011010110011101000101011111101110110010100001101000000011111110101111010100011010100000000000111010111110010100101001011000001001011111000100010000110011011011001101011100001111010111110010011110110000101011101000111111110001111101011110100101100110100111011111111001000000111010001110000100111011111111101101110100001000100100001101000101100111001101011000110111001110000001100111011011001011101101000100011000010001011111000110100110001111,True,True,True,True,True,True,True,True,True,True,269,246,121,30,26,26,32,256,256
15,11000001011001111100000011100100111011001100010011010000010100100011111011010101111111010000100111000000110000110101111010011110001000101000011010011110001000111001100100101011011010000011000001010001100000011001111010111011011111001100011101110110011000011101111001001110000100110111111001101110001111001111010110110011010010000011100110100110111110011010000100000001101000111010000100011101010101000111011011100110010100011001101100011110110100001001110001010011110001101000011001110100000001100111001001101111,True,True,True,True,True,True,True,True,True,True,252,241,100,36,16,21,35,256,256
16,10110011001011111111001010000001011101111001011100111110101011001011111111111110100001101100110100000001100101001101001011011001000011101111010010110010111001000100101000000111110101011110010110110011011111111011100111101111011011001100101000110011100001000100000011101100011100011110001101110101001010001111000100001101010110001110011011001010011001010010011111100011101001010000000111001011111110100110001101001101011010010000111001111001000000011010111011001000011001100100000110011110000100100010011111111100,True,True,True,True,True,True,True,True,True,True,265,246,113,30,26,31,26,256,255
17,10111100001000111100000110101000001110100001000100101001101110100011100111100110100011001111010000110101100111010100110011100110101000110000011000110110001101010110110000000000111100100001100111110100011010001011011100001101100110000010001010000101100010100111000100010010000111100100110101101010100110010011111111101010001001011110010111001110110001010101010000100100000101000011111110111001111100110111010010001100010001100001010001111110110001110100101101001101101001110000001000101001110101101001110010011011,True,True,True,True,True,True,True,True,True,True,244,259,125,30,26,29,38,256,256
18,11110110010101111100000110101010111010010010101111110010110001001000011101011001011110101001010001011010111110000010001111010001011011011100111010011110100110111111110010110011101010111010111001000000100110000100111011100101001000000010100010110110100010001001001000110000010001011110011001110110011000001100110100011111011001101011111101100000110101010111100000111000111010000110101101101000000010101011010001001111110111100101011010000100101110001111010000100010000111011001000100001111100000111101110000110011,True,True,True,True,True,True,True,True,True,True,255,259,135,33,34,34,33,257,256
19,01010001101101001010111001011100011110111110101100000111010111111100101000101000110101111011111101000001100100001110110000101101110001010010011111100101101111110010010101101001011011000011000010011010101010000110010000101110001111000000000101010010101111100111111001000111110001111000011101001111110010001001111101101010011001010011100001101111011010010101000101001010011001110000001000011110110011001001110111000100000001100100110111101010011001100110110011010000111011111111010110100110010111101111011100000001,True,True,True,True,True,True,True,True,True,True,264,254,128,31,32,29,27,261,260
20,00011011110001111101100010001011110100101111011100100111000111100101101111000011001111100011001001010101010100111011111110101011011011100100100101010000100011100000100111111101100001100011010000110101101000100000110101111110000001011110101100000100001010111111000101110100010001001110110010011110110111111010001101111100110100101110111001101101100111101011100100001111001100111010100000101100110101011000100010000011101111101100101101011110011101100101011010010000100000011011110111101110011100010001011100111001,True,True,True,True,True,True,True,True,True,True,270,254,125,23,30,31,31,257,257
21,01100111111100011101101011010000000100111000001001001010110100010001110011101100010101011011101011001100010011110100110110010110101111010001111110001101100110101101101100000110110110010110101100000111000011101001110000100101110011100001001000011010010010000000101111111010101011111000110101100100110000000100101110111001111001111110001111100101100010110010000000100000111100001011010000101000011111111001111000001011001010101111010100001011101111101010100000011110010001101111101101000001000111001011100111000101,True,True,True,True,True,True,True,True,True,True,255,250,125,39,33,32,32,257,257
22,00001101000101011110101111001111110010101110001010010011011100010010111011101011000101010100100001011100111101111000100110100001001100010100111010111110001111110001110000100100010101001010000100110111101010101010010010000111001011101010110100001010110101011001000100000101110010010110111110110000011000011110011100000011010111010010101001011000011101111101111110001111001110111100100111000101100111010110110111010110110010010111111101100000010100100011001101111011011001011000111001101101000110000000100001111000,True,True,True,True,True,True,True,True,True,True,260,267,141,24,40,36,30,257,255
23,00111100101000101100100000100001100011011000101010010101001000100101110110111001111011110011101111011001111000110110111011011111000001110111011011010011001100100000000100001100111101111111001010011000011101101100110010110001101000100110101011010011110101001110110011110001001100100010001100011010010010010001000111001100011001010110111010111010000100101011001110001010001100001010110101001001011110101000001001010100101111111101001011011111001111100110010110001001100011011101110000010110111011001110100110010111,True,True,True,True,True,True,True,True,True,True,261,270,129,18,30,36,28,256,256
24,11100101101101100111010110100011100100001000011010100011001101110100101100010000110101001011100010001111000111000000001100011000110100100101000001100100011101001010000101110100111101010000111000111100010001011011111011010100110111010100010000000111011000101010101110011100010010111110000010000001011100110110101011100101100001100010101101001011100000011111010100111010100110101111010010111111110010110101010001001100101101111001111100011110110011111101011111011111101010100011010010001101110111001101111111010001,True,True,True,True,True,True,True,True,True,True,262,265,141,25,36,28,33,256,257
25,11010010011001101001110000110111010010001011100100111100001110010111011111100111001001010101101100100101111011101110110100001001100011001101111111010010011111110011001001010001100001100010111011001100110000101001101100110011010100001001000000101101001011000110100001110100011110010110110000010001110100100011010100010101110100110100011101000111110101111111110011110001101010111100010010011010010001110100011010000110101000111010000101100011101110011010011111101001110101000100010101100101100000101011011101101101,True,True,True,True,True,True,True,True,True,True,261,271,134,16,27,31,31,256,257
26,10101000010000001110100110011111000001011111001110011100011101100000101101001001001011011111000110001111111110100110011100000000110011011000101011111001110101011111111111111001001001100110010101001111000110000010010111110001011110001000110111101110111101111000110001101110010000100001110001111000100011001011110111010100010010011000111010010010001101110001111010011011010110001001001001000011110110110110001110110001001001101100100011110111111110010011000110010111010001010100110100111001000010010000011000001000,True,True,True,True,True,True,True,True,True,True,259,240,102,23,18,36,35,256,255
