key_id,key_bits,overall_passed,frequency_passed,run_count_passed,run_L1_passed,template_4_1_passed,template_4_2_passed,template_4_3_passed,template_4_4_passed,linear_complexity_passed,blind_spot_complexity_passed,frequency,run_count,run_L1,template_4_1,template_4_2,template_4_3,template_4_4,linear_complexity,blind_spot_complexity
1,00100110110101001100110101100010000001110101110110110101011001101111100000101101010001010011110011000111001001011010111111111101111001101101010011001101011000100000011101011101101101010110011011111000001011010100010100111100110001110010010110101111111111011010011011010100110011010110001000000111010111011011010101100110111110000010110101000101001111001100011100100101101011111111110101110110110101001100110101100010000001110101110110110101011001101111100000101101010001010011110011000111001001011010111111111101,True,True,True,True,True,True,True,True,True,True,281,278,151,20,41,21,20,258,257
2,00001011100100110001001101011010100010001000000111110110110101110011111100010110100010000010111101001011111110101111100001011100110010111001001100010011010110101000100010000001111101101101011100111111000101101000100000101111010010111111101011111000010111001000101110010011000100110101101010001000100000011111011011010111001111110001011010001000001011110100101111111010111110000101110001011011100100110001001101011010100010001000000111110110110101110011111100010110100010000010111101001011111110101111100001011100,True,True,True,True,True,True,True,True,True,True,265,255,138,25,36,41,35,256,255
3,01010101101011011111001111100000100000111000010010001101010011001011011101100101100101110101000111000100100011111000111110100000100101011010110111110011111000001000001110000100100011010100110010110111011001011001011101010001110001001000111110001111101000001101010110101101111100111110000010000011100001001000110101001100101101110110010110010111010100011100010010001111100011111010000000000101101011011111001111100000100000111000010010001101010011001011011101100101100101110101000111000100100011111000111110100000,True,True,True,True,True,True,True,True,True,True,251,253,127,33,32,35,35,254,254
4,11101010001010000100000010010000001011011010111010101011001001011101110111100111001100111011100010101100101010110010011011010000001010100010100001000000100100000010110110101110101010110010010111011101111001110011001110111000101011001010101100100110110100000110101000101000010000001001000000101101101011101010101100100101110111011110011100110011101110001010110010101011001001101101000010111010001010000100000010010000001011011010111010101011001001011101110111100111001100111011100010101100101010110010011011010000,False,True,True,True,True,False,True,True,True,True,245,296,173,35,53,42,23,256,255
5,11010101110110001000100010010010001101010010001111001111100110010011110001110000100011010001111011111110111100101010111111111001000101011101100010001000100100100011010100100011110011111001100100111100011100001000110100011110111111101111001010101111111110010101010111011000100010001001001000110101001000111100111110011001001111000111000010001101000111101111111011110010101011111111100110000101110110001000100010010010001101010010001111001111100110010011110001110000100011010001111011111110111100101010111111111001,True,True,True,True,True,True,True,True,True,True,275,241,113,5,25,40,38,256,257
6,10001100011011110000011101100111111101111110010100101110000011011001110001100110011011110011110101100000010000011101011100011111010011000110111100000111011001111111011111100101001011100000110110011100011001100110111100111101011000000100000111010111000111110000110001101111000001110110011111110111111001010010111000001101100111000110011001101111001111010110000001000001110101110001111111011100011011110000011101100111111101111110010100101110000011011001110001100110011011110011110101100000010000011101011100011111,False,True,False,False,True,True,True,True,True,True,281,211,72,37,16,12,30,256,256
7,10010011110011110011101011110100111110011000001000001010011110010100011101101001100101000100100011111100011101100001111101011001010100111100111100111010111101001111100110000010000010100111100101000111011010011001010001001000111111000111011000011111010110010001001111001111001110101111010011111001100000100000101001111001010001110110100110010100010010001111110001110110000111110101100111000011110011110011101011110100111110011000001000001010011110010100011101101001100101000100100011111100011101100001111101011001,True,True,True,True,True,True,True,True,True,True,267,241,106,21,22,28,30,257,257
8,00000011110100100101111101001101110101011001110111101001011000000011101001100101001001100011011011011101100010101111111010010100110000111101001001011111010011011101010110011101111010010110000000111010011001010010011000110110110111011000101011111110100101001000001111010010010111110100110111010101100111011110100101100000001110100110010100100110001101101101110110001010111111101001010001010011110100100101111101001101110101011001110111101001011000000011101001100101001001100011011011011101100010101111111010010100,True,True,True,True,True,True,True,True,True,True,273,281,152,22,33,30,16,256,255
9,01110011101110110100110111001000011001001000001100010110011011001101100110011010000101001011010111011111011100000101110100001011101100111011101101001101110010000110010010000011000101100110110011011001100110100001010010110101110111110111000001011101000010111111001110111011010011011100100001100100100000110001011001101100110110011001101000010100101101011101111101110000010111010000101100100011101110110100110111001000011001001000001100010110011011001101100110011010000101001011010111011111011100000101110100001011,True,True,True,True,True,True,True,True,True,True,259,270,123,28,24,33,25,256,257
10,10101000010001100110111011010100000111111111001000000011000011000111011101100010101101010100000110010110001111100011101001110100011010000100011001101110110101000001111111110010000000110000110001110111011000101011010101000001100101100011111000111010011101000010100001000110011011101101010000011111111100100000001100001100011101110110001010110101010000011001011000111110001110100111010011111000010001100110111011010100000111111111001000000011000011000111011101100010101101010100000110010110001111100011101001110100,True,True,True,True,True,True,True,True,True,True,249,240,114,41,26,17,42,256,256
