key_id,key_bits,overall_passed,frequency_passed,run_count_passed,run_L1_passed,template_4_1_passed,template_4_2_passed,template_4_3_passed,template_4_4_passed,linear_complexity_passed,blind_spot_complexity_passed,frequency,run_count,run_L1,template_4_1,template_4_2,template_4_3,template_4_4,linear_complexity,blind_spot_complexity
1,1010001100111110111111000110101011001111000100001001111001011000000010100111101011100010101101011101111101110100011010001100000110000000010010101101111001010011011001001110010100101100110010010100110100100000011011111111001110000100111001100000111101001010100001001011110111100001111111110110101011100000010010010010100000010101000110110001111011001000000100100000110001110111100110010000110111101101011111110001101001011000100011101010011110010010011010000011100010001001000101001011101110110000011000001101111001000001101100100110100011100110101101001011011110011010000111000101111101010010011010000010001011110011000011100101101011111001010011110001010100111100111100001110011101000001000011000100101110111101111001011001111001101100100010010010101110000110111111011110001000010101000011000001101110001110000111011100001100001100010101010101101011110101101101111010011011111000111110001111111110101001111110000001010110010111101110110000110000111000100100110110011110001111100100001000111000100100111010111000101000000010,True,True,True,True,True,True,True,True,True,True,509,496,237,66,56,67,67,511,515
2,0010010011011011110101101000010000011111010101110000111011111101011000000100110111011101001010111110011110100001011010100010111000100101110011011100101010100111000010011001100011110011000111010001101100101110001111001100110001110101001111110101111010001111010011000111001000111101000110111011101110110010111110111100100101011010001100101011010111111111110111010001010100010100110010000100011011000110111001101100001111011110001110011110111010000001100000111010100100011011011011011100111111001011001110010101001111000111110110000001001101011000011101111010101010110101100110110101000000001001111111010010101100010100111101100000101001011010000111010001010000010000110001101011010011011010000111100100110011011011100101010011011010100010111000100111100010000111100010010101101111011111010110110011011000111010000000011000001010101000010010101101000001100001011110001110011100010111100001111110110011001101000010000101111000001110110001011110100111001110100001010001100001101010011010110000101110111001011101101000011101110010,True,True,True,True,True,True,True,True,True,True,526,523,264,53,64,51,63,512,513
3,0101101110100111100001011011001111011000100111011101011000011011010000011010111010010000101010000001100101101001011011100000011111010001010100100100001010000000011101101000011000001100001001101101010110111000010000001110010000000101010111101011101111111110110101111000110000110110101111000101111011110000011111110001110101011100011111010100101101110000100100101001010100101011111010100011101001001111010011110011011100111100101011100010011001010110000011111000111111010011100110010000011001100100001001101111000010101001110100001001110101010011111111101001100111101011011110111100100100010010011110101001001000011011100100111110011000010000010101001010000110110100111010001110001011110010100001100101011010101110011110001011011110010011110101000001110111011110001000101110110101010100100010111111111010111010000000111011010000001101000010111100001101101111001010110010100100110101011110111100111001101000010101010011000000110010010010001000111110001100111110011010110001111110111101100100001111000000110001011001001100010110,True,True,True,True,True,True,True,True,True,True,517,519,272,65,69,62,58,512,512
4,1010011111111111010010001111000111100110110000010001000110100101000000000110001001111011101111101111000010100111001000100010010001100000110110100000100010011111101110111011111010111011100111110110101001000100001111001111101011000010011110100111100010010110001010000110010010100001110101101000100110100001010001111110011111011010000010101111000100011101110000000000101111011001111111011101000011101101111001101110010100011101101101100000000010001110110010011010110111100100011110101110001010111110011111010111100101001000000110100000010010011101100010000111011100100110110101000110110010011000100110111001111001001111110101110110011110011011010011111001001000001100111011001111101010010101010111110010111011111110000101110101011111011110110100010100110011110001010000010001000100010011110000000111110100110010101101011101101011110101110000001001011010001111011101011011100101001110001101001010011110001011111100110100000111010001001100010010111001111101000110011111111100000001001000000100101110111101100100001101010100100111,True,True,True,True,True,True,True,True,True,True,528,493,242,63,47,65,60,512,512
5,1001111000010011010101101111111000110100010000100011010011000011011001101110001100001000100000101101011010100110001011010111000110100010101000111000011111100101110010111111100100111000101001110001101110011011111011100110110011000000000110111000000111001000010111101111001001100001111000010100001110011000101101011101011000010010010010001100110000011001011011011001101100010001011001111011011101010100101110110001101001010110101111000010000111001000011110000011100010111100100111101000000000000101010110110001110011010111000001101000001010110101011001011001001011101101000110011101100001011000011001111010100110100100101110011101001111111011010111111011011100010000000111000111010010000001111100011110001110101011000001011010011101010011101010111000100100001111110110100101011110110100001001111000101110001010101001011001100000110011110010000101101101000100000001010100011010100110111010100011010001011101011101011101011001001101100100011100011010000011111010101111101100000000110010011000001001111110010101101100000111110000,True,True,True,True,True,True,True,True,True,True,500,514,254,73,66,58,67,513,511
6,0111010010010100111101110111100111101111110000100000001101100111101101001010110010111101000010010101100001101101110011101001011001110000101000010000111111010101111001111100111000100010111110001110110010000000100011000100111000111001110010111001110111100111100000110111011111100110011010101011101011011100101010100111010001001101001011110001000011001000110100001100000111100001110110001011101110101110010001001100111110110111111011111110100010001101001001011111000001000110001011011011000010001101010100010000111101001111110111001101001000110111000111001100011111000001101100000100001100100011010110010011111110001001001101001010011110100101000011000000011111100100011010110100011000000111011010111101100111010000101000100001110001111010110001100101011001010100100111100101001110001010011110001101110010011100000101010110100110011010000101000000111110100001000000111001011001100000011001110000100101111111110101111000000011011100101111110111101101101100010111101010001011000101010111011111110100010010100000100110110000010000,True,True,True,True,True,True,True,True,True,True,514,495,236,63,54,62,67,512,513
7,0100110000001000001000101111100011100110000100101100100100000100000001101110111001111001110011001111000111100010111001100100111010000000010001000110100011001101101011110001111001001011101011110010110100100010101011100110001001101000100010111011001000111000110010000111111111001011101110010001110010111010010001011000101011001100011100011100110100001001110111010000010000110111001000110110011001000100000100000011100000110100011010110111110011001001111010000100011000000111101111101100010011010000110111001100101100110110000001011000010001000111101010111011111011101001111101010011001000111111000001110011110011010100110110100010101101110111001001011101010111000011100110111110111010100100001111110110101011111101100001001011100101110111100000011110111101101001001100000011011101101110001011010011000100101001100011001101110110110111111111100101111101100011101101100111110101100001011100000100010001011010000001100110100101110011000000001010100110001100100011001110100010001010011100000000000100101110111011100100111101101100,True,True,True,True,True,True,True,True,True,True,506,493,219,68,44,66,67,515,511
8,1011000000101011110000110101111010101001010000100100110011010001011111001111110110000100000010111001000011101111000100101011111101100000010111101010100011011110010000000101000110101011100111001100011111000101110000001111011100000001101011111011100010111100001011101011011011011010100110110010110110000111001110111000011000010010010101000100111111011001111110101100110111011010111111111110010010111111110011001001100001000111101110011011011111110111111000101001100010010010101010001111100010100110001101011110011101111110010100101110100100110001101111010000001011011000100010110010101011010110100010111011010010000000110000000100111110010110010100101110111000110111100110001000110101010011011110011000001100010010000110111000001100010111010001010001000011111000100110101110100010010011011001111110100111000001001100101001100101101010101010001011011100101001100111101100011001100010010001001010110100001011111011010011000110100010110000000111000001000011101101101001010101010000010111001011001101000101101000000110000001111000,True,True,True,True,True,True,True,True,True,True,509,518,264,64,70,68,64,512,511
9,1100111111000101000100101000100001100111001010111001011111011011001100111101000100100000000100001111000101110110101010100101100001001001100000011000101100010000111011000000100110010101011111010111100110101001011101100100100010000011100100001010011010101101100111000111111000010001000001100000000110100100110110011001011011100100010011111001011000011001101111010100001101101001110110100111110011110100010001100110111000000011010100010000110000001011011011011000010010011010010101000010111101101110110101011110010100011110000100011100010111001111000000001001000110000100101111011011001111010111101111001101011100001110100000000011000100101000001110001001111000010100111000110010100101100110110001011100100010101010001101000101000001010000100101000011010010100001111010001110111101101100011111101011100110000010100010001111010001101001111001110010100001110011101111111001110101100011010100001111011101111110000100010110100000010011011110100011101010100100011111010000100101100110111100101011111110010001101101011011100010000110,True,True,True,True,True,True,True,True,True,True,490,512,253,70,59,70,73,514,512
10,1110111110000000101000001101010000100001110010010001111001110101111010001000101001101110010000110011010000111010011101001101100101110001010011110100011010000000000111111010001011011100110111010000011001101110101101001001001111100111000010001100100011010100101111101110000000100000010010101011100001000111101011111111010010000100000011100100001011001101111111000011011010000000010110010110001100100000111000001010101011010100011000100001100011100011000011111001110000100101000011010000011000110100010011010010000000111010010100011001110111001100111110010011101111001011011001011000011101101011110000010100100010010100000010100011110001101101010000000010010001111100101010101101011010000100011101110001101100100101011111100001000001101100000110101000001100110010000101110000110110011011011000011011001111111001101101010001000111110001010000111100011011011101110101011000000100110011001110101111101001000000110110010101100000101100100110100101000111011101010111000001100001111000001010010011111011011001000100100110100011001111,True,True,True,True,True,True,True,True,True,True,477,499,239,89,52,63,74,512,512
