key_id,key_bits,overall_passed,frequency_passed,run_count_passed,run_L1_passed,template_4_1_passed,template_4_2_passed,template_4_3_passed,template_4_4_passed,linear_complexity_passed,blind_spot_complexity_passed,frequency,run_count,run_L1,template_4_1,template_4_2,template_4_3,template_4_4,linear_complexity,blind_spot_complexity
1,1011000000000111010100101101010100110000101111110011101000110011010111101111110001100011110000101011111001101011001110000010110001110000000001110101001011010101001100001011111100111010001100110101111011111100011000111100001010111110011010110011100000101100001100000000011101010010110101010011000010111111001110100011001101011110111111000110001111000010101111100110101100111000001011001110000000000111010100101101010100110000101111110011101000110011010111101111110001100011110000101011111001101011001110000010110010100000000001110101001011010101001100001011111100111010001100110101111011111100011000111100001010111110011010110011100000101100011000000000011101010010110101010011000010111111001110100011001101011110111111000110001111000010101111100110101100111000001011000010000000000111010100101101010100110000101111110011101000110011010111101111110001100011110000101011111001101011001110000010110011010000000001110101001011010101001100001011111100111010001100110101111011111100011000111100001010111110011010110011100000101100,True,True,True,True,True,True,True,True,True,True,523,486,240,86,81,34,60,512,512
2,0011111100001100101000011111010011100011011011111101001001111111111110011110111111100011110010110100100101011101100001111011000011111111000011001010000111110100111000110110111111010010011111111111100111101111111000111100101101001001010111011000011110110000101111110000110010100001111101001110001101101111110100100111111111111001111011111110001111001011010010010101110110000111101100000110111100001100101000011111010011100011011011111101001001111111111110011110111111100011110010110100100101011101100001111011000000101111000011001010000111110100111000110110111111010010011111111111100111101111111000111100101101001001010111011000011110110000111011110000110010100001111101001110001101101111110100100111111111111001111011111110001111001011010010010101110110000111101100001010111100001100101000011111010011100011011011111101001001111111111110011110111111100011110010110100100101011101100001111011000001011111000011001010000111110100111000110110111111010010011111111111100111101111111000111100101101001001010111011000011110110000,False,False,False,False,True,True,True,True,True,True,611,431,188,36,37,44,47,513,510
3,1011100100100101011001100100100011010101010011001011010010100010100101111100010110110000011101111011100110110000111100001101010101111001001001010110011001001000110101010100110010110100101000101001011111000101101100000111011110111001101100001111000011010101001110010010010101100110010010001101010101001100101101001010001010010111110001011011000001110111101110011011000011110000110101011110100100100101011001100100100011010101010011001011010010100010100101111100010110110000011101111011100110110000111100001101010110101001001001010110011001001000110101010100110010110100101000101001011111000101101100000111011110111001101100001111000011010101011010010010010101100110010010001101010101001100101101001010001010010111110001011011000001110111101110011011000011110000110101010010100100100101011001100100100011010101010011001011010010100010100101111100010110110000011101111011100110110000111100001101010111011001001001010110011001001000110101010100110010110100101000101001011111000101101100000111011110111001101100001111000011010101,False,True,False,False,True,False,True,True,True,True,507,599,333,32,100,81,48,512,512
4,1000101101100100110100000110010111110110111000010001010101001101110110000101110110100110011100000000010111010111011100110010010001001011011001001101000001100101111101101110000100010101010011011101100001011101101001100111000000000101110101110111001100100100000010110110010011010000011001011111011011100001000101010100110111011000010111011010011001110000000001011101011101110011001001001101101101100100110100000110010111110110111000010001010101001101110110000101110110100110011100000000010111010111011100110010010010011011011001001101000001100101111101101110000100010101010011011101100001011101101001100111000000000101110101110111001100100100010110110110010011010000011001011111011011100001000101010100110111011000010111011010011001110000000001011101011101110011001001000001101101100100110100000110010111110110111000010001010101001101110110000101110110100110011100000000010111010111011100110010010011101011011001001101000001100101111101101110000100010101010011011101100001011101101001100111000000000101110101110111001100100100,True,True,True,True,True,True,True,True,True,True,501,540,267,85,61,70,45,512,512
5,1000101100110011100111110111100001110000001100000011100010101010111100001111010000100011001001011101000010010001000011001010001101001011001100111001111101111000011100000011000000111000101010101111000011110100001000110010010111010000100100010000110010100011000010110011001110011111011110000111000000110000001110001010101011110000111101000010001100100101110100001001000100001100101000111101101100110011100111110111100001110000001100000011100010101010111100001111010000100011001001011101000010010001000011001010001110011011001100111001111101111000011100000011000000111000101010101111000011110100001000110010010111010000100100010000110010100011010110110011001110011111011110000111000000110000001110001010101011110000111101000010001100100101110100001001000100001100101000110001101100110011100111110111100001110000001100000011100010101010111100001111010000100011001001011101000010010001000011001010001111101011001100111001111101111000011100000011000000111000101010101111000011110100001000110010010111010000100100010000110010100011,False,False,True,False,True,True,True,False,True,True,461,469,204,89,53,67,91,513,513
6,1111100000001111101101000101011000111010100010101111110101110010100100011100001001100101101111001101100100100011111001101100111100111000000011111011010001010110001110101000101011111101011100101001000111000010011001011011110011011001001000111110011011001111011110000000111110110100010101100011101010001010111111010111001010010001110000100110010110111100110110010010001111100110110011111010100000001111101101000101011000111010100010101111110101110010100100011100001001100101101111001101100100100011111001101100111111101000000011111011010001010110001110101000101011111101011100101001000111000010011001011011110011011001001000111110011011001111001010000000111110110100010101100011101010001010111111010111001010010001110000100110010110111100110110010010001111100110110011110110100000001111101101000101011000111010100010101111110101110010100100011100001001100101101111001101100100100011111001101100111110011000000011111011010001010110001110101000101011111101011100101001000111000010011001011011110011011001001000111110011011001111,True,True,True,True,True,True,True,True,True,True,539,517,253,40,66,65,56,513,512
7,1111010010011000010010010101000001000000110101101011110000010001001001110001011010111000000011000100011001010000101110110110010100110100100110000100100101010000010000001101011010111100000100010010011100010110101110000000110001000110010100001011101101100101011101001001100001001001010100000100000011010110101111000001000100100111000101101011100000001100010001100101000010111011011001011010010010011000010010010101000001000000110101101011110000010001001001110001011010111000000011000100011001010000101110110110010111100100100110000100100101010000010000001101011010111100000100010010011100010110101110000000110001000110010100001011101101100101001001001001100001001001010100000100000011010110101111000001000100100111000101101011100000001100010001100101000010111011011001010110010010011000010010010101000001000000110101101011110000010001001001110001011010111000000011000100011001010000101110110110010110010100100110000100100101010000010000001101011010111100000100010010011100010110101110000000110001000110010100001011101101100101,False,False,True,True,False,True,False,False,True,True,419,541,287,104,75,110,80,513,512
8,0110010111100000000100100110110110010011100011101010010011110101011101011110100111010111101110111110101010100100000101110011001010100101111000000001001001101101100100111000111010100100111101010111010111101001110101111011101111101010101001000001011100110010111001011110000000010010011011011001001110001110101001001111010101110101111010011101011110111011111010101010010000010111001100100011010111100000000100100110110110010011100011101010010011110101011101011110100111010111101110111110101010100100000101110011001001110101111000000001001001101101100100111000111010100100111101010111010111101001110101111011101111101010101001000001011100110010101101011110000000010010011011011001001110001110101001001111010101110101111010011101011110111011111010101010010000010111001100101111010111100000000100100110110110010011100011101010010011110101011101011110100111010111101110111110101010100100000101110011001000000101111000000001001001101101100100111000111010100100111101010111010111101001110101111011101111101010101001000001011100110010,False,True,False,False,True,True,True,True,True,True,547,563,327,59,86,60,26,513,512
9,1011001011010101010101100001111110011010110001101111110010100010111110011110100001100011111100001100111010010101111011001000000001110010110101010101011000011111100110101100011011111100101000101111100111101000011000111111000011001110100101011110110010000000001100101101010101010110000111111001101011000110111111001010001011111001111010000110001111110000110011101001010111101100100000001110001011010101010101100001111110011010110001101111110010100010111110011110100001100011111100001100111010010101111011001000000010100010110101010101011000011111100110101100011011111100101000101111100111101000011000111111000011001110100101011110110010000000011000101101010101010110000111111001101011000110111111001010001011111001111010000110001111110000110011101001010111101100100000000010001011010101010101100001111110011010110001101111110010100010111110011110100001100011111100001100111010010101111011001000000011010010110101010101011000011111100110101100011011111100101000101111100111101000011000111111000011001110100101011110110010000000,False,True,True,True,True,False,True,True,True,True,539,502,264,62,89,42,59,512,510
10,1010000001101000001000000000111110001100100100001111111010001101011000100000111101011001011001110101100010010111010110101111101001100000011010000010000000001111100011001001000011111110100011010110001000001111010110010110011101011000100101110101101011111010001000000110100000100000000011111000110010010000111111101000110101100010000011110101100101100111010110001001011101011010111110101111000001101000001000000000111110001100100100001111111010001101011000100000111101011001011001110101100010010111010110101111101010110000011010000010000000001111100011001001000011111110100011010110001000001111010110010110011101011000100101110101101011111010011100000110100000100000000011111000110010010000111111101000110101100010000011110101100101100111010110001001011101011010111110100011000001101000001000000000111110001100100100001111111010001101011000100000111101011001011001110101100010010111010110101111101011000000011010000010000000001111100011001001000011111110100011010110001000001111010110010110011101011000100101110101101011111010,False,True,True,True,False,True,True,True,True,True,483,484,250,109,60,57,74,513,512
11,1100100110110100101010111001000101101001000101110101100000111010010111111100101000010011100010011111000101101111000010110101100000001001101101001010101110010001011010010001011101011000001110100101111111001010000100111000100111110001011011110000101101011000010010011011010010101011100100010110100100010111010110000011101001011111110010100001001110001001111100010110111100001011010110001001100110110100101010111001000101101001000101110101100000111010010111111100101000010011100010011111000101101111000010110101100011011001101101001010101110010001011010010001011101011000001110100101111111001010000100111000100111110001011011110000101101011000000110011011010010101011100100010110100100010111010110000011101001011111110010100001001110001001111100010110111100001011010110000101100110110100101010111001000101101001000101110101100000111010010111111100101000010011100010011111000101101111000010110101100010101001101101001010101110010001011010010001011101011000001110100101111111001010000100111000100111110001011011110000101101011000,False,True,False,False,True,False,False,True,True,True,509,558,309,41,91,95,63,512,511
12,0111001101011100110100010100000011010011001100100010111100000001001110100110100100010010100000010100001100001100010010110110100110110011010111001101000101000000110100110011001000101111000000010011101001101001000100101000000101000011000011000100101101101001111100110101110011010001010000001101001100110010001011110000000100111010011010010001001010000001010000110000110001001011011010010010001101011100110100010100000011010011001100100010111100000001001110100110100100010010100000010100001100001100010010110110100101100011010111001101000101000000110100110011001000101111000000010011101001101001000100101000000101000011000011000100101101101001101000110101110011010001010000001101001100110010001011110000000100111010011010010001001010000001010000110000110001001011011010011110001101011100110100010100000011010011001100100010111100000001001110100110100100010010100000010100001100001100010010110110100100010011010111001101000101000000110100110011001000101111000000010011101001101001000100101000000101000011000011000100101101101001,False,False,True,True,True,True,False,True,True,True,419,540,267,96,49,85,77,513,513
13,0010111100110110101110011011011110110010000100100100000000110101100011010110100111101010100000101011010000110010001101111011000011101111001101101011100110110111101100100001001001000000001101011000110101101001111010101000001010110100001100100011011110110000101011110011011010111001101101111011001000010010010000000011010110001101011010011110101010000010101101000011001000110111101100000111111100110110101110011011011110110010000100100100000000110101100011010110100111101010100000101011010000110010001101111011000000111111001101101011100110110111101100100001001001000000001101011000110101101001111010101000001010110100001100100011011110110000111111110011011010111001101101111011001000010010010000000011010110001101011010011110101010000010101101000011001000110111101100001011111100110110101110011011011110110010000100100100000000110101100011010110100111101010100000101011010000110010001101111011000001001111001101101011100110110111101100100001001001000000001101011000110101101001111010101000001010110100001100100011011110110000,True,True,True,True,True,True,True,True,True,True,499,541,282,84,60,52,55,513,510
14,0011111110101101111111000110111010110000100110011100110101001000100101000001011111010010110001111110011101011001110000100000001111111111101011011111110001101110101100001001100111001101010010001001010000010111110100101100011111100111010110011100001000000011101111111010110111111100011011101011000010011001110011010100100010010100000101111101001011000111111001110101100111000010000000110110111110101101111111000110111010110000100110011100110101001000100101000001011111010010110001111110011101011001110000100000001100101111101011011111110001101110101100001001100111001101010010001001010000010111110100101100011111100111010110011100001000000011111011111010110111111100011011101011000010011001110011010100100010010100000101111101001011000111111001110101100111000010000000111010111110101101111111000110111010110000100110011100110101001000100101000001011111010010110001111110011101011001110000100000001101011111101011011111110001101110101100001001100111001101010010001001010000010111110100101100011111100111010110011100001000000011,True,True,True,True,True,True,True,True,True,True,539,486,236,64,59,57,56,512,513
15,0001111111100110000001010111010010111100110110000111000000101101100100101011101101000110101011000000011111101111010011100000000111011111111001100000010101110100101111001101100001110000001011011001001010111011010001101010110000000111111011110100111000000001100111111110011000000101011101001011110011011000011100000010110110010010101110110100011010101100000001111110111101001110000000010100111111100110000001010111010010111100110110000111000000101101100100101011101101000110101011000000011111101111010011100000000100001111111001100000010101110100101111001101100001110000001011011001001010111011010001101010110000000111111011110100111000000001110011111110011000000101011101001011110011011000011100000010110110010010101110110100011010101100000001111110111101001110000000011000111111100110000001010111010010111100110110000111000000101101100100101011101101000110101011000000011111101111010011100000000101111111111001100000010101110100101111001101100001110000001011011001001010111011010001101010110000000111111011110100111000000001,False,True,False,True,False,True,True,True,True,True,509,466,232,129,66,43,51,511,516
16,1100011001100001011001001010001101111100000101100101010011010011110000000001010010101110011101100010011110101101010101010110000000000110011000010110010010100011011111000001011001010100110100111100000000010100101011100111011000100111101011010101010101100000010001100110000101100100101000110111110000010110010101001101001111000000000101001010111001110110001001111010110101010101011000001001011001100001011001001010001101111100000101100101010011010011110000000001010010101110011101100010011110101101010101010110000011010110011000010110010010100011011111000001011001010100110100111100000000010100101011100111011000100111101011010101010101100000000101100110000101100100101000110111110000010110010101001101001111000000000101001010111001110110001001111010110101010101011000000101011001100001011001001010001101111100000101100101010011010011110000000001010010101110011101100010011110101101010101010110000010100110011000010110010010100011011111000001011001010100110100111100000000010100101011100111011000100111101011010101010101100000,False,True,False,False,False,False,True,True,True,True,469,566,328,98,118,70,49,512,510
17,1111001110011110000001101000010101101011001100010111110110011000100010001001110010111100010101110000011011010010011000011100011000110011100111100000011010000101011010110011000101111101100110001000100010011100101111000101011100000110110100100110000111000110011100111001111000000110100001010110101100110001011111011001100010001000100111001011110001010111000001101101001001100001110001101010001110011110000001101000010101101011001100010111110110011000100010001001110010111100010101110000011011010010011000011100011011100011100111100000011010000101011010110011000101111101100110001000100010011100101111000101011100000110110100100110000111000110001000111001111000000110100001010110101100110001011111011001100010001000100111001011110001010111000001101101001001100001110001100110001110011110000001101000010101101011001100010111110110011000100010001001110010111100010101110000011011010010011000011100011010010011100111100000011010000101011010110011000101111101100110001000100010011100101111000101011100000110110100100110000111000110,False,True,True,True,True,True,True,False,True,True,483,500,210,56,57,66,86,512,512
18,1010000111001110010110011110001000010010111000101100110010101001110111110010111011110111011101000110111011110101110001110010001001100001110011100101100111100010000100101110001011001100101010011101111100101110111101110111010001101110111101011100011100100010001000011100111001011001111000100001001011100010110011001010100111011111001011101111011101110100011011101111010111000111001000101111000111001110010110011110001000010010111000101100110010101001110111110010111011110111011101000110111011110101110001110010001010110001110011100101100111100010000100101110001011001100101010011101111100101110111101110111010001101110111101011100011100100010011100011100111001011001111000100001001011100010110011001010100111011111001011101111011101110100011011101111010111000111001000100011000111001110010110011110001000010010111000101100110010101001110111110010111011110111011101000110111011110101110001110010001011000001110011100101100111100010000100101110001011001100101010011101111100101110111101110111010001101110111101011100011100100010,False,False,True,True,True,True,True,True,True,True,563,516,234,13,60,73,58,513,513
19,1000101011101000010010011000011101000111101111100001010010110101001011111001101011000011100011110011110001100100111000010111101001001010111010000100100110000111010001111011111000010100101101010010111110011010110000111000111100111100011001001110000101111010000010101110100001001001100001110100011110111110000101001011010100101111100110101100001110001111001111000110010011100001011110101101101011101000010010011000011101000111101111100001010010110101001011111001101011000011100011110011110001100100111000010111101010011010111010000100100110000111010001111011111000010100101101010010111110011010110000111000111100111100011001001110000101111010010110101110100001001001100001110100011110111110000101001011010100101111100110101100001110001111001111000110010011100001011110100001101011101000010010011000011101000111101111100001010010110101001011111001101011000011100011110011110001100100111000010111101011101010111010000100100110000111010001111011111000010100101101010010111110011010110000111000111100111100011001001110000101111010,True,True,True,True,True,True,True,True,True,True,525,508,247,43,64,61,67,515,512
20,0110010110000000101111100000010110000000001111010101011110010011011100001101000100010011101100011101111000111000110101111000111010100101100000001011111000000101100000000011110101010111100100110111000011010001000100111011000111011110001110001101011110001110111001011000000010111110000001011000000000111101010101111001001101110000110100010001001110110001110111100011100011010111100011100011010110000000101111100000010110000000001111010101011110010011011100001101000100010011101100011101111000111000110101111000111001110101100000001011111000000101100000000011110101010111100100110111000011010001000100111011000111011110001110001101011110001110101101011000000010111110000001011000000000111101010101111001001101110000110100010001001110110001110111100011100011010111100011101111010110000000101111100000010110000000001111010101011110010011011100001101000100010011101100011101111000111000110101111000111000000101100000001011111000000101100000000011110101010111100100110111000011010001000100111011000111011110001110001101011110001110,False,True,False,False,False,True,True,False,True,True,491,451,207,115,58,44,82,512,512
21,1111110011101111110111110010000110011111111101100000111011110011010101101111010000010011010100110011001010111011101010011001011100111100111011111101111100100001100111111111011000001110111100110101011011110100000100110101001100110010101110111010100110010111011111001110111111011111001000011001111111110110000011101111001101010110111101000001001101010011001100101011101110101001100101111010110011101111110111110010000110011111111101100000111011110011010101101111010000010011010100110011001010111011101010011001011111101100111011111101111100100001100111111111011000001110111100110101011011110100000100110101001100110010101110111010100110010111001011001110111111011111001000011001111111110110000011101111001101010110111101000001001101010011001100101011101110101001100101110110110011101111110111110010000110011111111101100000111011110011010101101111010000010011010100110011001010111011101010011001011110011100111011111101111100100001100111111111011000001110111100110101011011110100000100110101001100110010101110111010100110010111,False,False,True,True,True,True,True,True,True,True,603,501,241,40,58,33,24,512,512
22,1100011101001100101111000010000001000100100010100110010111000010100011001010101011111110011100001000100001011100101111000110110000000111010011001011110000100000010001001000101001100101110000101000110010101010111111100111000010001000010111001011110001101100010001110100110010111100001000000100010010001010011001011100001010001100101010101111111001110000100010000101110010111100011011001001011101001100101111000010000001000100100010100110010111000010100011001010101011111110011100001000100001011100101111000110110011010111010011001011110000100000010001001000101001100101110000101000110010101010111111100111000010001000010111001011110001101100000101110100110010111100001000000100010010001010011001011100001010001100101010101111111001110000100010000101110010111100011011000101011101001100101111000010000001000100100010100110010111000010100011001010101011111110011100001000100001011100101111000110110010100111010011001011110000100000010001001000101001100101110000101000110010101010111111100111000010001000010111001011110001101100,False,False,True,True,True,True,False,False,True,True,461,518,264,62,86,110,86,510,511
